Video,Owner,Keep video Y/N,Notes,Interesting time-ranges,Static Camera Y/N,Useful for Vanguard Y/N,Link
week_2021_07_19/2021_07_22/Person Pathing 325_300008-600016.mp4,Alessandro,,,,Y,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 325_300008-600016.mp4
week_2021_07_19/2021_07_22/Person Pathing 328.mp4,Alessandro,,,,Y,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 328.mp4
week_2021_08_02/2021_08_05/person_pathing_0928_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0928_600000-900000.mp4
week_2021_08_02/2021_08_05/person_pathing_0937_1200000-1500000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0937_1200000-1500000.mp4
week_2021_08_02/2021_08_05/person_pathing_0963_1199999-1499998.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0963_1199999-1499998.mp4
week_2021_08_02/2021_08_05/person_pathing_0963_899999-1199999.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0963_899999-1199999.mp4
week_2021_08_02/2021_08_06/person_pathing_0966_1500000-1800000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0966_1500000-1800000.mp4
week_2021_08_02/2021_08_06/person_pathing_0990_2700000-3000000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0990_2700000-3000000.mp4
week_2021_08_02/2021_08_06/person_pathing_0998_1500000-1709676.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0998_1500000-1709676.mp4
week_2021_08_09/2021_08_09/person_pathing_1034_1200000-1500000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1034_1200000-1500000.mp4
week_2021_08_09/2021_08_09/person_pathing_1043_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1043_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1088_899999-1199999.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1088_899999-1199999.mp4
week_2021_08_09/2021_08_10/person_pathing_1100_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1100_600000-900000.mp4
week_2021_08_09/2021_08_10/person_pathing_1105_1200000-1500000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1105_1200000-1500000.mp4
week_2021_08_09/2021_08_10/person_pathing_1119_3599996-3899996.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1119_3599996-3899996.mp4
week_2021_08_09/2021_08_10/person_pathing_1129_2400000-2700000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1129_2400000-2700000.mp4
week_2021_08_09/2021_08_10/person_pathing_1134_300000-599999.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1134_300000-599999.mp4
week_2021_08_09/2021_08_11/person_pathing_1174_4200000-4500000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1174_4200000-4500000.mp4
week_2021_08_09/2021_08_11/person_pathing_1176_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1176_0-300000.mp4
week_2021_08_09/2021_08_11/person_pathing_1180_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1180_0-300000.mp4
week_2021_08_09/2021_08_11/person_pathing_1218_1200000-1500000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1218_1200000-1500000.mp4
week_2021_08_09/2021_08_12/person_pathing_1223_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1223_600000-900000.mp4
week_2021_08_09/2021_08_12/person_pathing_1234_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1234_0-300000.mp4
week_2021_08_09/2021_08_12/person_pathing_1239_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1239_0-300000.mp4
week_2021_08_09/2021_08_12/person_pathing_1241_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1241_0-300000.mp4
week_2021_08_09/2021_08_12/person_pathing_1244_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1244_300000-600000.mp4
week_2021_08_09/2021_08_12/person_pathing_1245_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_12/person_pathing_1245_0-300000.mp4
week_2021_08_09/2021_08_13/person_pathing_1293_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1293_0-300000.mp4
week_2021_08_09/2021_08_13/person_pathing_1306_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1306_0-300000.mp4
week_2021_08_09/2021_08_13/person_pathing_1332_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_13/person_pathing_1332_600000-900000.mp4
week_2021_08_16/2021_08_17/person_pathing_1420_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_17/person_pathing_1420_600000-900000.mp4
week_2021_08_16/2021_08_17/person_pathing_1422_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_17/person_pathing_1422_0-300000.mp4
week_2021_08_16/2021_08_17/person_pathing_1428_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_17/person_pathing_1428_300000-600000.mp4
week_2021_08_16/2021_08_17/person_pathing_1429_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_17/person_pathing_1429_0-300000.mp4
week_2021_08_16/2021_08_17/person_pathing_1430_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_17/person_pathing_1430_300000-600000.mp4
week_2021_08_16/2021_08_18/person_pathing_1492_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_18/person_pathing_1492_300000-600000.mp4
week_2021_08_16/2021_08_18/person_pathing_1496_1200000-1327960.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_18/person_pathing_1496_1200000-1327960.mp4
week_2021_08_16/2021_08_18/person_pathing_1506_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_18/person_pathing_1506_600000-900000.mp4
week_2021_08_16/2021_08_18/person_pathing_1532_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_18/person_pathing_1532_0-300000.mp4
week_2021_08_16/2021_08_18/person_pathing_1536_1199999-1499998.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_18/person_pathing_1536_1199999-1499998.mp4
week_2021_08_16/2021_08_19/person_pathing_1552_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_19/person_pathing_1552_0-300000.mp4
week_2021_08_16/2021_08_19/person_pathing_1553_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_19/person_pathing_1553_0-300000.mp4
week_2021_08_16/2021_08_19/person_pathing_1588_2100000-2400000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_19/person_pathing_1588_2100000-2400000.mp4
week_2021_08_16/2021_08_19/person_pathing_1589_1499998-1530362.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_19/person_pathing_1589_1499998-1530362.mp4
week_2021_08_16/2021_08_20/person_pathing_1611_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_20/person_pathing_1611_0-300000.mp4
week_2021_08_16/2021_08_20/person_pathing_1616_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_20/person_pathing_1616_600000-900000.mp4
week_2021_08_16/2021_08_20/person_pathing_1618_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_20/person_pathing_1618_600000-900000.mp4
week_2021_08_16/2021_08_20/person_pathing_1622_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_20/person_pathing_1622_300000-600000.mp4
week_2021_08_16/2021_08_20/person_pathing_1624_2400000-2630364.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_20/person_pathing_1624_2400000-2630364.mp4
week_2021_08_16/2021_08_20/person_pathing_1628_1500000-1800000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_20/person_pathing_1628_1500000-1800000.mp4
week_2021_08_16/2021_08_20/person_pathing_1631_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_20/person_pathing_1631_600000-900000.mp4
week_2021_08_16/2021_08_20/person_pathing_1659_600012-899996.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_16/2021_08_20/person_pathing_1659_600012-899996.mp4
week_2021_07_12/2021_07_15/person_pathing_0086.mp4,Alessandro,,,,Y,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_12/2021_07_15/person_pathing_0086.mp4
week_2021_07_12/2021_07_15/person_pathing_0095.mp4,Alessandro,,,,Y,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_12/2021_07_15/person_pathing_0095.mp4
week_2021_07_12/2021_07_15/person_pathing_0097.mp4,Alessandro,,,,Y,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_12/2021_07_15/person_pathing_0097.mp4
week_2021_07_12/2021_07_15/person_pathing_0121_300008-369160.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_12/2021_07_15/person_pathing_0121_300008-369160.mp4
week_2021_07_12/2021_07_15/person_pathing_0124_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_12/2021_07_15/person_pathing_0124_0-300000.mp4
week_2021_07_12/2021_07_15/person_pathing_0128_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_12/2021_07_15/person_pathing_0128_0-300000.mp4
week_2021_07_12/2021_07_16/person_pathing_0188_1200000-1500000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_12/2021_07_16/person_pathing_0188_1200000-1500000.mp4
week_2021_07_12/2021_07_16/person_pathing_0192_900000-1076533.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_12/2021_07_16/person_pathing_0192_900000-1076533.mp4
week_2021_07_12/2021_07_16/person_pathing_0203_1800000-2100000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_12/2021_07_16/person_pathing_0203_1800000-2100000.mp4
week_2021_07_19/2021_07_19/person_pathing_0225.mp4,Alessandro,,,,Y,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_19/person_pathing_0225.mp4
week_2021_07_19/2021_07_23/person_pathing_0343_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_23/person_pathing_0343_0-300000.mp4
week_2021_07_19/2021_07_23/person_pathing_0344_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_23/person_pathing_0344_0-300000.mp4
week_2021_07_19/2021_07_23/person_pathing_0360_1500000-1800000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_23/person_pathing_0360_1500000-1800000.mp4
week_2021_07_19/2021_07_23/person_pathing_0361_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_23/person_pathing_0361_300000-600000.mp4
